Query,File Path,Execution Time (seconds),Total Execution Time,Memory Used Before,Memory Used After
0,ProgramData/61/510.txt,0.008626875001937151,0.008626875001937151,101.6875,102.53125
1,ProgramData/61/538.txt,0.004086874891072512,0.012713749893009663,102.71875,102.796875
2,ProgramData/61/1537.txt,0.0038727920036762953,0.016586541896685958,102.8125,102.875
3,ProgramData/61/1251.txt,0.003681291127577424,0.020267833024263382,102.875,102.921875
4,ProgramData/61/921.txt,0.003702874993905425,0.023970708018168807,102.9375,103.0
5,ProgramData/61/935.txt,0.0036924160085618496,0.027663124026730657,103.0625,103.15625
6,ProgramData/61/1292.txt,0.0038233750965446234,0.03148649912327528,103.15625,103.203125
7,ProgramData/61/29.txt,0.004777583060786128,0.03626408218406141,103.21875,103.265625
8,ProgramData/61/869.txt,0.005035667214542627,0.041299749398604035,103.265625,103.390625
9,ProgramData/61/1319.txt,0.004688458051532507,0.04598820745013654,103.390625,103.453125
10,ProgramData/61/855.txt,0.004608415998518467,0.05059662344865501,103.453125,103.53125
11,ProgramData/61/1480.txt,0.004886291921138763,0.05548291536979377,103.53125,103.578125
12,ProgramData/61/114.txt,0.005207000067457557,0.06068991543725133,103.578125,103.65625
13,ProgramData/61/666.txt,0.005830125184729695,0.06652004062198102,103.65625,103.75
14,ProgramData/61/1127.txt,0.005208957940340042,0.07172899856232107,103.75,103.8125
15,ProgramData/61/1133.txt,0.004028124967589974,0.07575712352991104,103.8125,103.90625
16,ProgramData/61/470.txt,0.0038867080584168434,0.07964383158832788,103.921875,103.953125
17,ProgramData/61/129.txt,0.0037606251426041126,0.083404456730932,103.953125,104.0
18,ProgramData/61/101.txt,0.003717374987900257,0.08712183171883225,104.0,104.046875
19,ProgramData/61/1481.txt,0.005250500049442053,0.09237233176827431,104.046875,104.09375
20,ProgramData/61/673.txt,0.003756375052034855,0.09612870682030916,104.09375,104.140625
21,ProgramData/61/1318.txt,0.003804124891757965,0.09993283171206713,104.140625,104.140625
22,ProgramData/61/14.txt,0.00393345789052546,0.10386628960259259,104.15625,104.21875
23,ProgramData/61/713.txt,0.0049345409497618675,0.10880083055235445,104.21875,104.28125
24,ProgramData/61/1293.txt,0.003990999888628721,0.11279183044098318,104.28125,104.3125
25,ProgramData/61/920.txt,0.004784582881256938,0.11757641332224011,104.3125,104.375
26,ProgramData/61/908.txt,0.003570250002667308,0.12114666332490742,104.375,104.375
27,ProgramData/61/1522.txt,0.00390241714194417,0.1250490804668516,104.375,104.390625
28,ProgramData/61/1536.txt,0.004394375020638108,0.1294434554874897,104.390625,104.390625
29,ProgramData/61/511.txt,0.0034752078354358673,0.13291866332292557,104.390625,104.40625
30,ProgramData/61/288.txt,0.0035264999605715275,0.1364451632834971,104.40625,104.4375
31,ProgramData/61/1046.txt,0.00411050021648407,0.14055566349998116,104.4375,104.453125
32,ProgramData/61/261.txt,0.004361208062618971,0.14491687156260014,104.515625,104.53125
33,ProgramData/61/1252.txt,0.0034613751340657473,0.14837824669666588,104.53125,104.5625
34,ProgramData/61/1534.txt,0.0036053338553756475,0.15198358055204153,104.5625,104.609375
35,ProgramData/61/936.txt,0.004974665818735957,0.1569582463707775,104.625,104.671875
36,ProgramData/61/1508.txt,0.003563125152140856,0.16052137152291834,104.671875,104.734375
37,ProgramData/61/1285.txt,0.004111124901100993,0.16463249642401934,104.734375,104.78125
38,ProgramData/61/705.txt,0.004099041922017932,0.16873153834603727,104.796875,104.859375
39,ProgramData/61/739.txt,0.004720291122794151,0.17345182946883142,104.859375,104.921875
40,ProgramData/61/1332.txt,0.004086458124220371,0.1775382875930518,104.921875,104.9375
41,ProgramData/61/1440.txt,0.004082166124135256,0.18162045371718705,104.9375,104.984375
42,ProgramData/61/1468.txt,0.0036686661187559366,0.18528911983594298,104.984375,105.0625
43,ProgramData/61/856.txt,0.003502374980598688,0.18879149481654167,105.0625,105.109375
44,ProgramData/61/671.txt,0.0047387920785695314,0.1935302868951112,105.109375,105.125
45,ProgramData/61/1124.txt,0.0035691671073436737,0.19709945400245488,105.125,105.1875
46,ProgramData/61/467.txt,0.0036157499998807907,0.20071520400233567,105.203125,105.25
47,ProgramData/61/329.txt,0.003658041823655367,0.20437324582599103,105.25,105.28125
48,ProgramData/61/1119.txt,0.0034885420463979244,0.20786178787238896,105.28125,105.328125
49,ProgramData/61/894.txt,0.003859875025227666,0.21172166289761662,105.328125,105.375
50,ProgramData/61/880.txt,0.003711832920089364,0.215433495817706,105.375,105.421875
51,ProgramData/61/116.txt,0.003739000065252185,0.21917249588295817,105.421875,105.484375
52,ProgramData/61/1482.txt,0.003467041999101639,0.2226395378820598,105.5,105.5
53,ProgramData/61/17.txt,0.0036768331192433834,0.2263163710013032,105.5,105.5625
54,ProgramData/61/1290.txt,0.004470542073249817,0.230786913074553,105.5625,105.609375
55,ProgramData/61/1284.txt,0.00450670812278986,0.23529362119734287,105.625,105.640625
56,ProgramData/61/710.txt,0.003874042071402073,0.23916766326874495,105.640625,105.734375
57,ProgramData/61/1535.txt,0.004451249958947301,0.24361891322769225,105.734375,105.765625
58,ProgramData/61/1521.txt,0.004681749967858195,0.24830066319555044,105.78125,105.796875
59,ProgramData/61/1086.txt,0.005077958106994629,0.25337862130254507,105.8125,105.8125
60,ProgramData/61/1079.txt,0.005538000026717782,0.25891662132926285,105.8125,105.8125
61,ProgramData/61/1069.txt,0.005690874997526407,0.26460749632678926,105.8125,105.828125
62,ProgramData/61/270.txt,0.004463125020265579,0.26907062134705484,105.828125,105.84375
63,ProgramData/61/1082.txt,0.006136999931186438,0.2752076212782413,105.859375,105.859375
64,ProgramData/61/933.txt,0.005465042078867555,0.28067266335710883,105.859375,105.859375
65,ProgramData/61/1257.txt,0.00568824983201921,0.28636091318912804,105.859375,105.890625
66,ProgramData/61/1280.txt,0.004712000023573637,0.2910729132127017,105.890625,105.890625
67,ProgramData/61/1294.txt,0.004855417180806398,0.2959283303935081,105.890625,105.890625
68,ProgramData/61/1479.txt,0.006052792072296143,0.3019811224658042,105.890625,105.890625
69,ProgramData/61/1445.txt,0.0054339999333024025,0.3074151223991066,105.890625,105.90625
70,ProgramData/61/1323.txt,0.005712958984076977,0.3131280813831836,105.90625,105.90625
71,ProgramData/61/884.txt,0.004732792032882571,0.31786087341606617,105.90625,105.90625
72,ProgramData/61/890.txt,0.005407124990597367,0.32326799840666354,105.90625,105.921875
73,ProgramData/61/1486.txt,0.005840583937242627,0.32910858234390616,105.921875,105.921875
74,ProgramData/61/674.txt,0.006813042098656297,0.33592162444256246,105.921875,105.921875
75,ProgramData/61/489.txt,0.006137541960924864,0.3420591664034873,105.921875,105.921875
76,ProgramData/61/1135.txt,0.005230375099927187,0.3472895415034145,105.921875,105.921875
77,ProgramData/61/477.txt,0.006168833002448082,0.3534583745058626,105.921875,105.921875
78,ProgramData/61/311.txt,0.03297066688537598,0.38642904139123857,105.921875,105.921875
79,ProgramData/61/339.txt,0.007018667180091143,0.3934477085713297,105.921875,105.921875
80,ProgramData/61/885.txt,0.00688591692596674,0.40033362549729645,105.921875,105.921875
81,ProgramData/61/1450.txt,0.006359292194247246,0.4066929176915437,105.921875,105.921875
82,ProgramData/61/1478.txt,0.005304292077198625,0.4119972097687423,105.921875,105.921875
83,ProgramData/61/846.txt,0.005330166779458523,0.41732737654820085,105.921875,105.921875
84,ProgramData/61/1295.txt,0.004844249924644828,0.4221716264728457,105.921875,105.921875
85,ProgramData/61/1281.txt,0.007060500094667077,0.42923212656751275,105.921875,105.921875
86,ProgramData/61/729.txt,0.006216875044628978,0.43544900161214173,105.921875,105.9375
87,ProgramData/61/1530.txt,0.006681917002424598,0.4421309186145663,105.9375,105.9375
88,ProgramData/61/1256.txt,0.0056958748027682304,0.44782679341733456,105.9375,105.9375
89,ProgramData/61/926.txt,0.005592083092778921,0.4534188765101135,105.9375,105.953125
90,ProgramData/61/932.txt,0.005458249943330884,0.45887712645344436,105.953125,105.953125
91,ProgramData/61/1097.txt,0.005537375109270215,0.4644145015627146,105.953125,105.953125
92,ProgramData/61/517.txt,0.0058428330812603235,0.4702573346439749,105.953125,105.953125
93,ProgramData/61/1040.txt,0.006564707960933447,0.47682204260490835,105.953125,105.953125
94,ProgramData/61/515.txt,0.004853124963119626,0.481675167568028,105.953125,105.953125
95,ProgramData/61/273.txt,0.006398499943315983,0.48807366751134396,105.953125,105.953125
96,ProgramData/61/930.txt,0.005770291900262237,0.4938439594116062,105.953125,105.953125
97,ProgramData/61/918.txt,0.005506250075995922,0.4993502094876021,105.953125,105.96875
98,ProgramData/61/1532.txt,0.005740416003391147,0.5050906254909933,105.96875,105.96875
99,ProgramData/61/1526.txt,0.005525625078007579,0.5106162505690008,105.96875,105.96875
100,ProgramData/61/688.txt,0.005457542138174176,0.516073792707175,105.96875,105.96875
