Query,File Path,Execution Time (seconds),Total Execution Time,Memory Used Before,Memory Used After
0,ProgramData/61/510.txt,0.007897916715592146,0.007897916715592146,104.953125,108.21875
1,ProgramData/61/538.txt,0.001587209291756153,0.009485126007348299,108.328125,108.328125
2,ProgramData/61/1537.txt,0.0017046253196895123,0.011189751327037811,108.328125,108.359375
3,ProgramData/61/1251.txt,0.0016423328779637814,0.012832084205001593,108.359375,108.359375
4,ProgramData/61/921.txt,0.002710415981709957,0.01554250018671155,108.359375,108.359375
5,ProgramData/61/935.txt,0.0015799161046743393,0.01712241629138589,108.359375,108.359375
6,ProgramData/61/1292.txt,0.00159512460231781,0.0187175408937037,108.359375,108.375
7,ProgramData/61/29.txt,0.0012837080284953117,0.02000124892219901,108.375,108.375
8,ProgramData/61/869.txt,0.001330583356320858,0.02133183227851987,108.375,108.375
9,ProgramData/61/1319.txt,0.0017866669222712517,0.02311849920079112,108.390625,108.390625
10,ProgramData/61/855.txt,0.001521207857877016,0.024639707058668137,108.390625,108.390625
11,ProgramData/61/1480.txt,0.0016469582915306091,0.026286665350198746,108.390625,108.390625
12,ProgramData/61/114.txt,0.001671666745096445,0.02795833209529519,108.390625,108.390625
13,ProgramData/61/666.txt,0.00268737506121397,0.03064570715650916,108.390625,108.390625
14,ProgramData/61/1127.txt,0.001105249859392643,0.031750957015901804,108.390625,108.390625
15,ProgramData/61/1133.txt,0.0012260829098522663,0.03297703992575407,108.390625,108.390625
16,ProgramData/61/470.txt,0.0013097496703267097,0.03428678959608078,108.390625,108.390625
17,ProgramData/61/129.txt,0.0012580826878547668,0.03554487228393555,108.390625,108.390625
18,ProgramData/61/101.txt,0.0013147499412298203,0.03685962222516537,108.390625,108.390625
19,ProgramData/61/1481.txt,0.0012286673299968243,0.03808828955516219,108.390625,108.40625
20,ProgramData/61/673.txt,0.0011984161101281643,0.039286705665290356,108.40625,108.40625
21,ProgramData/61/1318.txt,0.0016089999116957188,0.040895705576986074,108.40625,108.40625
22,ProgramData/61/14.txt,0.0012342911213636398,0.042129996698349714,108.40625,108.40625
23,ProgramData/61/713.txt,0.0015315827913582325,0.04366157948970795,108.40625,108.421875
24,ProgramData/61/1293.txt,0.0014285831712186337,0.04509016266092658,108.421875,108.421875
25,ProgramData/61/920.txt,0.0012021670117974281,0.04629232967272401,108.421875,108.421875
26,ProgramData/61/908.txt,0.001703415997326374,0.04799574567005038,108.421875,108.4375
27,ProgramData/61/1522.txt,0.0012458749115467072,0.04924162058159709,108.4375,108.453125
28,ProgramData/61/1536.txt,0.0012036673724651337,0.05044528795406222,108.453125,108.46875
29,ProgramData/61/511.txt,0.001534624956548214,0.05197991291061044,108.5,108.546875
30,ProgramData/61/288.txt,0.0013071661815047264,0.053287079092115164,108.546875,108.546875
31,ProgramData/61/1046.txt,0.0012262919917702675,0.05451337108388543,108.546875,108.546875
32,ProgramData/61/261.txt,0.0013527092523872852,0.055866080336272717,108.546875,108.5625
33,ProgramData/61/1252.txt,0.0014731250703334808,0.0573392054066062,108.5625,108.578125
34,ProgramData/61/1534.txt,0.0022545000538229942,0.05959370546042919,108.578125,108.578125
35,ProgramData/61/936.txt,0.0021219998598098755,0.06171570532023907,108.578125,108.578125
36,ProgramData/61/1508.txt,0.0010195840150117874,0.06273528933525085,108.578125,108.578125
37,ProgramData/61/1285.txt,0.0010387911461293697,0.06377408048138022,108.578125,108.578125
38,ProgramData/61/705.txt,0.0011613750830292702,0.0649354555644095,108.578125,108.578125
39,ProgramData/61/739.txt,0.0011268327943980694,0.06606228835880756,108.578125,108.578125
40,ProgramData/61/1332.txt,0.000857166014611721,0.06691945437341928,108.578125,108.578125
41,ProgramData/61/1440.txt,0.001878499984741211,0.0687979543581605,108.578125,108.578125
42,ProgramData/61/1468.txt,0.0010855840519070625,0.06988353841006756,108.578125,108.578125
43,ProgramData/61/856.txt,0.0012057498097419739,0.07108928821980953,108.578125,108.578125
44,ProgramData/61/671.txt,0.000937167089432478,0.07202645530924201,108.578125,108.578125
45,ProgramData/61/1124.txt,0.0011222916655242443,0.07314874697476625,108.578125,108.578125
46,ProgramData/61/467.txt,0.0011292090639472008,0.07427795603871346,108.578125,108.578125
47,ProgramData/61/329.txt,0.0010586250573396683,0.07533658109605312,108.578125,108.578125
48,ProgramData/61/1119.txt,0.0011408342979848385,0.07647741539403796,108.578125,108.578125
49,ProgramData/61/894.txt,0.001045292243361473,0.07752270763739944,108.578125,108.578125
50,ProgramData/61/880.txt,0.0011318330653011799,0.07865454070270061,108.578125,108.59375
51,ProgramData/61/116.txt,0.0011229999363422394,0.07977754063904285,108.59375,108.59375
52,ProgramData/61/1482.txt,0.001115666702389717,0.08089320734143257,108.59375,108.59375
53,ProgramData/61/17.txt,0.0012499173171818256,0.0821431246586144,108.59375,108.59375
54,ProgramData/61/1290.txt,0.0011275839060544968,0.0832707085646689,108.59375,108.59375
55,ProgramData/61/1284.txt,0.0012015830725431442,0.08447229163721204,108.59375,108.59375
56,ProgramData/61/710.txt,0.0012564999051392078,0.08572879154235125,108.59375,108.59375
57,ProgramData/61/1535.txt,0.0010752920061349869,0.08680408354848623,108.59375,108.59375
58,ProgramData/61/1521.txt,0.0010146251879632473,0.08781870873644948,108.59375,108.59375
59,ProgramData/61/1086.txt,0.0012502921745181084,0.08906900091096759,108.59375,108.59375
60,ProgramData/61/1079.txt,0.0013201250694692135,0.0903891259804368,108.59375,108.59375
61,ProgramData/61/1069.txt,0.0011877501383423805,0.09157687611877918,108.59375,108.59375
62,ProgramData/61/270.txt,0.001183666754513979,0.09276054287329316,108.59375,108.59375
63,ProgramData/61/1082.txt,0.0011800839565694332,0.0939406268298626,108.59375,108.59375
64,ProgramData/61/933.txt,0.001249041873961687,0.09518966870382428,108.59375,108.609375
65,ProgramData/61/1257.txt,0.0010932087898254395,0.09628287749364972,108.609375,108.609375
66,ProgramData/61/1280.txt,0.0010417080484330654,0.09732458554208279,108.609375,108.609375
67,ProgramData/61/1294.txt,0.0010952083393931389,0.09841979388147593,108.609375,108.609375
68,ProgramData/61/1479.txt,0.0013302499428391457,0.09975004382431507,108.609375,108.609375
69,ProgramData/61/1445.txt,0.0011263331398367882,0.10087637696415186,108.609375,108.609375
70,ProgramData/61/1323.txt,0.0012794998474419117,0.10215587681159377,108.609375,108.609375
71,ProgramData/61/884.txt,0.001126584131270647,0.10328246094286442,108.609375,108.609375
72,ProgramData/61/890.txt,0.0010346663184463978,0.10431712726131082,108.609375,108.609375
73,ProgramData/61/1486.txt,0.0013835830613970757,0.10570071032270789,108.609375,108.609375
74,ProgramData/61/674.txt,0.0013090837746858597,0.10700979409739375,108.609375,108.609375
75,ProgramData/61/489.txt,0.001021750271320343,0.1080315443687141,108.609375,108.609375
76,ProgramData/61/1135.txt,0.0012981253676116467,0.10932966973632574,108.609375,108.609375
77,ProgramData/61/477.txt,0.0012655407190322876,0.11059521045535803,108.609375,108.609375
78,ProgramData/61/311.txt,0.0014942502602934837,0.11208946071565151,108.609375,108.609375
79,ProgramData/61/339.txt,0.0012617502361536026,0.11335121095180511,108.609375,108.609375
80,ProgramData/61/885.txt,0.001220374833792448,0.11457158578559756,108.609375,108.609375
81,ProgramData/61/1450.txt,0.0011938330717384815,0.11576541885733604,108.609375,108.609375
82,ProgramData/61/1478.txt,0.001552083995193243,0.11731750285252929,108.609375,108.609375
83,ProgramData/61/846.txt,0.0016897078603506088,0.1190072107128799,108.625,108.625
84,ProgramData/61/1295.txt,0.0012530828826129436,0.12026029359549284,108.625,108.625
85,ProgramData/61/1281.txt,0.0012234998866915703,0.12148379348218441,108.625,108.640625
86,ProgramData/61/729.txt,0.001196583267301321,0.12268037674948573,108.640625,108.640625
87,ProgramData/61/1530.txt,0.0016808337531983852,0.12436121050268412,108.640625,108.640625
88,ProgramData/61/1256.txt,0.0012716669589281082,0.12563287746161222,108.640625,108.640625
89,ProgramData/61/926.txt,0.00128483260050416,0.12691771006211638,108.640625,108.65625
90,ProgramData/61/932.txt,0.001244999933987856,0.12816270999610424,108.65625,108.65625
91,ProgramData/61/1097.txt,0.0011743339709937572,0.129337043967098,108.65625,108.65625
92,ProgramData/61/517.txt,0.0011450410820543766,0.13048208504915237,108.65625,108.671875
