Database Size,File Path,Execution Time (seconds)
1,POJ/61/510.txt,0.006204709003213793
2,POJ/61/538.txt,0.0037312500062398612
3,POJ/61/1537.txt,0.0037514169816859066
4,POJ/61/1251.txt,0.004044667002744973
5,POJ/61/921.txt,0.003175499994540587
6,POJ/61/935.txt,0.003466458001639694
7,POJ/61/1292.txt,0.003442832996370271
8,POJ/61/29.txt,0.003289959015091881
9,POJ/61/869.txt,0.0038046250119805336
10,POJ/61/1319.txt,0.0032294580014422536
11,POJ/61/855.txt,0.0034039999882224947
12,POJ/61/1480.txt,0.004273625003406778
13,POJ/61/114.txt,0.0035430830030236393
14,POJ/61/666.txt,0.004322666005464271
15,POJ/61/1127.txt,0.003722291992744431
16,POJ/61/1133.txt,0.003352124971570447
17,POJ/61/470.txt,0.003143292007734999
18,POJ/61/129.txt,0.004018000006908551
19,POJ/61/101.txt,0.004034875018987805
20,POJ/61/1481.txt,0.0030597500153817236
21,POJ/61/673.txt,0.0034651249879971147
22,POJ/61/1318.txt,0.0039695829909760505
23,POJ/61/14.txt,0.003107666998403147
24,POJ/61/713.txt,0.003606040991144255
25,POJ/61/1293.txt,0.004280583001673222
26,POJ/61/920.txt,0.003217875026166439
27,POJ/61/908.txt,0.0035680000146385282
28,POJ/61/1522.txt,0.003102875023614615
29,POJ/61/1536.txt,0.0033313340099994093
30,POJ/61/511.txt,0.00435149998520501
31,POJ/61/288.txt,0.0041386660013813525
32,POJ/61/1046.txt,0.003700917004607618
33,POJ/61/261.txt,0.0038950410089455545
34,POJ/61/1252.txt,0.0035550830070860684
35,POJ/61/1534.txt,0.006823917006840929
36,POJ/61/936.txt,0.004653250012779608
37,POJ/61/1508.txt,0.006411542010027915
38,POJ/61/1285.txt,0.004066708992468193
39,POJ/61/705.txt,0.00451750002685003
40,POJ/61/739.txt,0.004663875006372109
41,POJ/61/1332.txt,0.003925500001059845
42,POJ/61/1440.txt,0.003470541996648535
43,POJ/61/1468.txt,0.0031639999942854047
44,POJ/61/856.txt,0.0035553339985199273
45,POJ/61/671.txt,0.004167582985246554
46,POJ/61/1124.txt,0.004044083005283028
47,POJ/61/467.txt,0.0033381249813828617
48,POJ/61/329.txt,0.004110625013709068
49,POJ/61/1119.txt,0.003962957998737693
50,POJ/61/894.txt,0.0035052500024903566
51,POJ/61/880.txt,0.0046007919881958514
52,POJ/61/116.txt,0.003701875015394762
53,POJ/61/1482.txt,0.00404812500346452
54,POJ/61/17.txt,0.003977166983531788
55,POJ/61/1290.txt,0.003476666985079646
56,POJ/61/1284.txt,0.0038516670174431056
57,POJ/61/710.txt,0.0049997080059256405
58,POJ/61/1535.txt,0.0038694170070812106
59,POJ/61/1521.txt,0.003670874983072281
60,POJ/61/1086.txt,0.004215499997371808
61,POJ/61/1079.txt,0.0038474580214824528
62,POJ/61/1069.txt,0.0039890839834697545
63,POJ/61/270.txt,0.023118540993891656
64,POJ/61/1082.txt,0.014253500004997477
65,POJ/61/933.txt,0.005072291998658329
66,POJ/61/1257.txt,0.0052187500114087015
67,POJ/61/1280.txt,0.005108500015921891
68,POJ/61/1294.txt,0.004445792001206428
69,POJ/61/1479.txt,0.004388291999930516
70,POJ/61/1445.txt,0.004067874979227781
71,POJ/61/1323.txt,0.003762290987651795
72,POJ/61/884.txt,0.005019292002543807
73,POJ/61/890.txt,0.004639874998247251
74,POJ/61/1486.txt,0.00467691698577255
75,POJ/61/674.txt,0.0037451660027727485
76,POJ/61/489.txt,0.003900749987224117
77,POJ/61/1135.txt,0.004117042000871152
78,POJ/61/477.txt,0.00931195801240392
79,POJ/61/311.txt,0.003591999993659556
80,POJ/61/339.txt,0.003147499985061586
81,POJ/61/885.txt,0.004870417003985494
82,POJ/61/1450.txt,0.004800417023943737
83,POJ/61/1478.txt,0.004329042014433071
84,POJ/61/846.txt,0.003558500000508502
85,POJ/61/1295.txt,0.004130790999624878
86,POJ/61/1281.txt,0.003928042016923428
87,POJ/61/729.txt,0.0040188330167438835
88,POJ/61/1530.txt,0.00335145799908787
89,POJ/61/1256.txt,0.004076665994944051
90,POJ/61/926.txt,0.0037362919829320163
91,POJ/61/932.txt,0.003729874995769933
92,POJ/61/1097.txt,0.003213416988728568
93,POJ/61/517.txt,0.0038840420020278543
94,POJ/61/1040.txt,0.004257874999893829
95,POJ/61/515.txt,0.0037646659766323864
96,POJ/61/273.txt,0.0038822080241516232
97,POJ/61/930.txt,0.0038469579885713756
98,POJ/61/918.txt,0.004153832996962592
99,POJ/61/1532.txt,0.003498874983051792
100,POJ/61/1526.txt,0.003914833010639995
101,POJ/61/688.txt,0.003914665983757004
102,POJ/61/10.txt,0.003772750002099201
103,POJ/61/1320.txt,0.003971250000176951
104,POJ/61/1446.txt,0.004388542001834139
105,POJ/61/139.txt,0.003680374997202307
106,POJ/61/111.txt,0.004827333992579952
107,POJ/61/1491.txt,0.0032226670009549707
108,POJ/61/663.txt,0.003979166998760775
109,POJ/61/449.txt,0.00402399999438785
110,POJ/61/306.txt,0.003460750012891367
111,POJ/61/312.txt,0.003389707999303937
112,POJ/61/104.txt,0.00418399999034591
113,POJ/61/1484.txt,0.0036888340255245566
114,POJ/61/886.txt,0.003578458010451868
115,POJ/61/892.txt,0.004502499999944121
116,POJ/61/1453.txt,0.005095417000120506
117,POJ/61/39.txt,0.004206333018373698
118,POJ/61/845.txt,0.0038477920170407742
119,POJ/61/851.txt,0.0038369169924408197
120,POJ/61/11.txt,0.0038245419855229557
121,POJ/61/1241.txt,0.004067834001034498
122,POJ/61/919.txt,0.004719499993370846
123,POJ/61/1533.txt,0.0038047090056352317
124,POJ/61/1269.txt,0.003490125003736466
125,POJ/61/514.txt,0.003973124985350296
126,POJ/61/266.txt,0.004318291990784928
127,POJ/61/528.txt,0.003973999992012978
128,POJ/61/299.txt,0.004095041018445045
129,POJ/61/1030.txt,0.004493292013648897
130,POJ/61/1018.txt,0.004243874980602413
131,POJ/61/567.txt,0.004816624976228923
132,POJ/61/229.txt,0.004248457989888266
133,POJ/61/1540.txt,0.0039587499923072755
134,POJ/61/1568.txt,0.0034626249980647117
135,POJ/61/995.txt,0.004545167001197115
136,POJ/61/1420.txt,0.003912665997631848
137,POJ/61/76.txt,0.0048987500194925815
138,POJ/61/836.txt,0.004277708008885384
139,POJ/61/62.txt,0.003655166015960276
140,POJ/61/89.txt,0.004261291003786027
141,POJ/61/611.txt,0.004630249983165413
142,POJ/61/177.txt,0.00414924998767674
143,POJ/61/1150.txt,0.004276208986993879
144,POJ/61/375.txt,0.005068375001428649
145,POJ/61/413.txt,0.003234959003748372
146,POJ/61/1145.txt,0.0042461249977350235
147,POJ/61/638.txt,0.0037203340034466237
148,POJ/61/162.txt,0.0037319170078262687
149,POJ/61/604.txt,0.0037656660133507103
150,POJ/61/63.txt,0.00423074999707751
151,POJ/61/77.txt,0.004344334010966122
152,POJ/61/1353.txt,0.004922291002003476
153,POJ/61/758.txt,0.005100874986965209
154,POJ/61/1569.txt,0.00452270798268728
155,POJ/61/1233.txt,0.006361000007018447
156,POJ/61/214.txt,0.005842791986651719
157,POJ/61/599.txt,0.004880416992818937
158,POJ/61/564.txt,0.004277125000953674
159,POJ/61/202.txt,0.005221291998168454
160,POJ/61/969.txt,0.0048650829994585365
161,POJ/61/1423.txt,0.004744375008158386
162,POJ/61/1345.txt,0.003802499995799735
163,POJ/61/809.txt,0.003874999994877726
164,POJ/61/606.txt,0.0043424580071587116
165,POJ/61/148.txt,0.00396533397724852
166,POJ/61/1153.txt,0.0036216249864082783
167,POJ/61/1147.txt,0.0044480419892352074
168,POJ/61/438.txt,0.0035549579770304263
169,POJ/61/439.txt,0.0049070419918280095
170,POJ/61/377.txt,0.004327000002376735
171,POJ/61/405.txt,0.005401665985118598
172,POJ/61/1191.txt,0.0046081250184215605
173,POJ/61/1152.txt,0.004144332982832566
174,POJ/61/149.txt,0.004758082999614999
175,POJ/61/607.txt,0.005449124990263954
176,POJ/61/161.txt,0.0041643750155344605
177,POJ/61/834.txt,0.004821457987418398
178,POJ/61/1378.txt,0.004616916994564235
179,POJ/61/74.txt,0.004469000006793067
180,POJ/61/60.txt,0.005392666003899649
181,POJ/61/1344.txt,0.004829415993299335
182,POJ/61/1350.txt,0.005068291007773951
183,POJ/61/983.txt,0.005101874994579703
184,POJ/61/997.txt,0.005557875003432855
185,POJ/61/773.txt,0.006201625015819445
186,POJ/61/798.txt,0.005049125000368804
187,POJ/61/954.txt,0.003698790998896584
188,POJ/61/1556.txt,0.003956000000471249
189,POJ/61/565.txt,0.004928750015096739
190,POJ/61/217.txt,0.00511299999197945
191,POJ/61/1036.txt,0.00511058300617151
192,POJ/61/950.txt,0.006700415979139507
193,POJ/61/1208.txt,0.005369874997995794
194,POJ/61/1220.txt,0.005266041989671066
195,POJ/61/1552.txt,0.005210834002355114
196,POJ/61/1585.txt,0.004809832986211404
197,POJ/61/777.txt,0.004454540990991518
198,POJ/61/70.txt,0.004910541989374906
199,POJ/61/830.txt,0.00452570800553076
200,POJ/61/58.txt,0.004693583003245294
201,POJ/61/1340.txt,0.0050098329957108945
202,POJ/61/603.txt,0.005443041998660192
203,POJ/61/617.txt,0.0048737910110503435
204,POJ/61/171.txt,0.005704334005713463
205,POJ/61/1156.txt,0.004982915997970849
206,POJ/61/367.txt,0.005133958009537309
207,POJ/61/1181.txt,0.005046957987360656
208,POJ/61/1194.txt,0.005109457997605205
209,POJ/61/1396.txt,0.0052288330043666065
210,POJ/61/1427.txt,0.004814000014448538
211,POJ/61/1433.txt,0.006058583996491507
