Database Size,File Path,Memory Usage (MB)
66,ProgramData/61/1280.txt,120246
67,ProgramData/61/1294.txt,136630
68,ProgramData/61/1479.txt,136630
69,ProgramData/61/1445.txt,120246
70,ProgramData/61/1323.txt,136630
71,ProgramData/61/884.txt,120246
72,ProgramData/61/890.txt,119694
73,ProgramData/61/1486.txt,136575
74,ProgramData/61/674.txt,120246
75,ProgramData/61/489.txt,120246
76,ProgramData/61/1135.txt,121702
77,ProgramData/61/477.txt,136630
78,ProgramData/61/311.txt,120310
79,ProgramData/61/339.txt,120191
80,ProgramData/61/885.txt,120246
81,ProgramData/61/1450.txt,136630
82,ProgramData/61/1478.txt,136630
83,ProgramData/61/846.txt,120191
84,ProgramData/61/1295.txt,120191
85,ProgramData/61/1281.txt,120191
86,ProgramData/61/729.txt,120246
87,ProgramData/61/1530.txt,120191
88,ProgramData/61/1256.txt,120136
89,ProgramData/61/926.txt,116023
90,ProgramData/61/932.txt,132462
91,ProgramData/61/1097.txt,133102
92,ProgramData/61/517.txt,137279
93,ProgramData/61/1040.txt,137334
94,ProgramData/61/515.txt,137214
95,ProgramData/61/273.txt,136630
96,ProgramData/61/930.txt,136630
97,ProgramData/61/918.txt,120246
98,ProgramData/61/1532.txt,120246
99,ProgramData/61/1526.txt,146341
100,ProgramData/61/688.txt,136630
101,ProgramData/61/10.txt,136575
102,ProgramData/61/1320.txt,132462
103,ProgramData/61/1446.txt,136630
104,ProgramData/61/139.txt,120246
105,ProgramData/61/111.txt,120246
106,ProgramData/61/1491.txt,116023
107,ProgramData/61/663.txt,120191
108,ProgramData/61/449.txt,132462
109,ProgramData/61/306.txt,120246
110,ProgramData/61/312.txt,136575
111,ProgramData/61/104.txt,136630
112,ProgramData/61/1484.txt,136575
113,ProgramData/61/886.txt,120246
114,ProgramData/61/892.txt,120246
115,ProgramData/61/1453.txt,120246
116,ProgramData/61/39.txt,116078
117,ProgramData/61/845.txt,132407
118,ProgramData/61/851.txt,136630
119,ProgramData/61/11.txt,125560
120,ProgramData/61/1241.txt,136630
121,ProgramData/61/919.txt,120246
122,ProgramData/61/1533.txt,120191
123,ProgramData/61/1269.txt,136630
124,ProgramData/61/514.txt,132407
125,ProgramData/61/266.txt,136575
126,ProgramData/61/528.txt,136630
127,ProgramData/61/299.txt,120191
128,ProgramData/61/1030.txt,120191
129,ProgramData/61/1018.txt,136630
130,ProgramData/61/567.txt,120246
131,ProgramData/61/229.txt,136630
132,ProgramData/61/1540.txt,120246
133,ProgramData/61/1568.txt,120191
134,ProgramData/61/995.txt,120246
135,ProgramData/61/1420.txt,120246
136,ProgramData/61/76.txt,136520
137,ProgramData/61/836.txt,120718
138,ProgramData/61/62.txt,136630
139,ProgramData/61/89.txt,120246
140,ProgramData/61/611.txt,120191
141,ProgramData/61/177.txt,136630
142,ProgramData/61/1150.txt,136630
143,ProgramData/61/375.txt,132462
144,ProgramData/61/413.txt,120246
145,ProgramData/61/1145.txt,136630
146,ProgramData/61/638.txt,136575
147,ProgramData/61/162.txt,136575
148,ProgramData/61/604.txt,120191
149,ProgramData/61/63.txt,120191
150,ProgramData/61/77.txt,120246
151,ProgramData/61/1353.txt,136575
152,ProgramData/61/758.txt,132407
153,ProgramData/61/1569.txt,120191
154,ProgramData/61/1233.txt,120246
155,ProgramData/61/214.txt,136510
156,ProgramData/61/599.txt,136630
157,ProgramData/61/564.txt,120246
158,ProgramData/61/202.txt,136630
159,ProgramData/61/969.txt,136575
160,ProgramData/61/1423.txt,120246
161,ProgramData/61/1345.txt,120246
162,ProgramData/61/809.txt,120191
163,ProgramData/61/606.txt,116023
164,ProgramData/61/148.txt,136575
165,ProgramData/61/1153.txt,136630
166,ProgramData/61/1147.txt,136575
167,ProgramData/61/438.txt,136630
168,ProgramData/61/439.txt,120191
169,ProgramData/61/377.txt,120246
170,ProgramData/61/405.txt,136630
171,ProgramData/61/1191.txt,120246
172,ProgramData/61/1152.txt,116078
173,ProgramData/61/149.txt,115968
174,ProgramData/61/607.txt,136630
175,ProgramData/61/161.txt,120191
176,ProgramData/61/834.txt,120246
177,ProgramData/61/1378.txt,136630
178,ProgramData/61/74.txt,136630
179,ProgramData/61/60.txt,136575
180,ProgramData/61/1344.txt,116078
181,ProgramData/61/1350.txt,120246
182,ProgramData/61/983.txt,120191
183,ProgramData/61/997.txt,120486
184,ProgramData/61/773.txt,116023
185,ProgramData/61/798.txt,120246
186,ProgramData/61/954.txt,136575
187,ProgramData/61/1556.txt,120246
188,ProgramData/61/565.txt,120246
189,ProgramData/61/217.txt,120191
190,ProgramData/61/1036.txt,120191
191,ProgramData/61/950.txt,136575
192,ProgramData/61/1208.txt,120246
193,ProgramData/61/1220.txt,120126
194,ProgramData/61/1552.txt,136630
195,ProgramData/61/1585.txt,120246
196,ProgramData/61/777.txt,120246
197,ProgramData/61/70.txt,116078
198,ProgramData/61/830.txt,136630
199,ProgramData/61/58.txt,120246
200,ProgramData/61/1340.txt,120246
201,ProgramData/61/603.txt,120246
202,ProgramData/61/617.txt,120191
203,ProgramData/61/171.txt,120246
204,ProgramData/61/1156.txt,136575
205,ProgramData/61/367.txt,120191
206,ProgramData/61/1181.txt,136520
207,ProgramData/61/1194.txt,136575
208,ProgramData/61/1396.txt,136630
209,ProgramData/61/1427.txt,136520
210,ProgramData/61/1433.txt,120191
211,ProgramData/61/71.txt,120191
212,ProgramData/61/825.txt,120246
213,ProgramData/61/1369.txt,120191
214,ProgramData/61/1584.txt,136575
215,ProgramData/61/776.txt,120191
216,ProgramData/61/986.txt,137334
217,ProgramData/61/992.txt,132462
218,ProgramData/61/1553.txt,136630
219,ProgramData/61/1023.txt,136630
220,ProgramData/61/1009.txt,120191
221,ProgramData/61/562.txt,120246
222,ProgramData/61/576.txt,120246
223,ProgramData/61/1579.txt,120246
224,ProgramData/61/984.txt,136630
225,ProgramData/61/748.txt,136575
226,ProgramData/61/1586.txt,132407
227,ProgramData/61/1419.txt,136630
228,ProgramData/61/827.txt,136575
229,ProgramData/61/1431.txt,136575
230,ProgramData/61/172.txt,136630
231,ProgramData/61/614.txt,136520
232,ProgramData/61/600.txt,120191
233,ProgramData/61/1394.txt,120246
234,ProgramData/61/358.txt,136455
235,ProgramData/61/1182.txt,136630
236,ProgramData/61/365.txt,136575
237,ProgramData/61/1154.txt,136575
238,ProgramData/61/601.txt,120246
239,ProgramData/61/173.txt,132462
240,ProgramData/61/8.txt,136630
241,ProgramData/61/1424.txt,120246
242,ProgramData/61/198.txt,136630
243,ProgramData/61/1418.txt,136575
244,ProgramData/61/832.txt,120191
245,ProgramData/61/72.txt,136575
246,ProgramData/61/761.txt,136575
247,ProgramData/61/1222.txt,136575
248,ProgramData/61/1578.txt,136863
249,ProgramData/61/577.txt,136575
250,ProgramData/61/563.txt,120191
251,ProgramData/61/205.txt,120223
252,ProgramData/61/239.txt,136607
253,ProgramData/61/588.txt,120223
254,ProgramData/61/1008.txt,120278
255,ProgramData/61/585.txt,136607
256,ProgramData/61/591.txt,120872
257,ProgramData/61/220.txt,120278
258,ProgramData/61/234.txt,136662
259,ProgramData/61/750.txt,136552
260,ProgramData/61/195.txt,120278
261,ProgramData/61/57.txt,136662
262,ProgramData/61/817.txt,120223
263,ProgramData/61/5.txt,136662
264,ProgramData/61/43.txt,136662
265,ProgramData/61/803.txt,120278
266,ProgramData/61/630.txt,120278
267,ProgramData/61/156.txt,120278
268,ProgramData/61/397.txt,136662
269,ProgramData/61/426.txt,136662
270,ProgramData/61/369.txt,136607
271,ProgramData/61/427.txt,136552
272,ProgramData/61/341.txt,120168
273,ProgramData/61/1158.txt,120223
274,ProgramData/61/1170.txt,136542
275,ProgramData/61/396.txt,120278
276,ProgramData/61/619.txt,136607
277,ProgramData/61/1399.txt,120278
278,ProgramData/61/631.txt,120278
279,ProgramData/61/1428.txt,136662
280,ProgramData/61/42.txt,120223
281,ProgramData/61/4.txt,136662
282,ProgramData/61/745.txt,116110
283,ProgramData/61/976.txt,136662
284,ProgramData/61/1212.txt,136607
285,ProgramData/61/786.txt,120223
286,ProgramData/61/1574.txt,132384
287,ProgramData/61/209.txt,120223
288,ProgramData/61/235.txt,120278
289,ProgramData/61/547.txt,120168
290,ProgramData/61/584.txt,120223
291,ProgramData/61/1010.txt,120223
292,ProgramData/61/592.txt,116000
293,ProgramData/61/1006.txt,132494
294,ProgramData/61/586.txt,120223
295,ProgramData/61/948.txt,120927
296,ProgramData/61/974.txt,136942
297,ProgramData/61/753.txt,136662
298,ProgramData/61/828.txt,120278
299,ProgramData/61/40.txt,136607
300,ProgramData/61/800.txt,136662
301,ProgramData/61/394.txt,136662
302,ProgramData/61/431.txt,120223
303,ProgramData/61/1199.txt,136607
304,ProgramData/61/1198.txt,136662
305,ProgramData/61/342.txt,120278
306,ProgramData/61/424.txt,136662
307,ProgramData/61/1167.txt,136662
308,ProgramData/61/168.txt,116110
309,ProgramData/61/96.txt,120278
310,ProgramData/61/632.txt,136607
311,ProgramData/61/140.txt,136662
312,ProgramData/61/7.txt,136552
313,ProgramData/61/55.txt,136607
314,ProgramData/61/1403.txt,136487
315,ProgramData/61/1588.txt,120278
316,ProgramData/61/746.txt,136607
317,ProgramData/61/1205.txt,120463
318,ProgramData/61/949.txt,136662
319,ProgramData/61/578.txt,132439
320,ProgramData/61/222.txt,136662
321,ProgramData/61/587.txt,136662
322,ProgramData/61/1007.txt,136552
323,ProgramData/61/593.txt,136607
324,ProgramData/61/1003.txt,120278
325,ProgramData/61/568.txt,120223
326,ProgramData/61/1567.txt,136662
327,ProgramData/61/959.txt,136552
328,ProgramData/61/756.txt,120278
329,ProgramData/61/742.txt,120223
330,ProgramData/61/51.txt,136607
331,ProgramData/61/3.txt,120223
332,ProgramData/61/622.txt,120168
333,ProgramData/61/150.txt,120168
334,ProgramData/61/352.txt,120278
335,ProgramData/61/390.txt,120223
336,ProgramData/61/1162.txt,120927
337,ProgramData/61/1176.txt,120223
338,ProgramData/61/384.txt,120278
339,ProgramData/61/151.txt,120278
340,ProgramData/61/145.txt,120278
341,ProgramData/61/623.txt,120278
342,ProgramData/61/186.txt,120278
343,ProgramData/61/78.txt,136607
344,ProgramData/61/1348.txt,132494
345,ProgramData/61/743.txt,120223
346,ProgramData/61/958.txt,120168
347,ProgramData/61/1572.txt,136607
348,ProgramData/61/794.txt,136662
349,ProgramData/61/970.txt,120278
350,ProgramData/61/227.txt,120278
351,ProgramData/61/569.txt,120278
352,ProgramData/61/1002.txt,136662
353,ProgramData/61/596.txt,136607
354,ProgramData/61/580.txt,119630
355,ProgramData/61/219.txt,138998
356,ProgramData/61/225.txt,137951
357,ProgramData/61/1558.txt,121622
358,ProgramData/61/1216.txt,137951
359,ProgramData/61/1202.txt,138006
360,ProgramData/61/1564.txt,137942
361,ProgramData/61/812.txt,121558
362,ProgramData/61/46.txt,121503
363,ProgramData/61/1376.txt,121558
364,ProgramData/61/184.txt,121558
365,ProgramData/61/609.txt,121448
366,ProgramData/61/91.txt,121503
367,ProgramData/61/635.txt,121503
368,ProgramData/61/621.txt,121318
369,ProgramData/61/147.txt,136607
370,ProgramData/61/1160.txt,120278
371,ProgramData/61/392.txt,120278
372,ProgramData/61/1174.txt,116110
373,ProgramData/61/423.txt,120278
374,ProgramData/61/393.txt,136607
375,ProgramData/61/146.txt,136662
376,ProgramData/61/152.txt,136662
377,ProgramData/61/608.txt,120168
378,ProgramData/61/807.txt,120278
379,ProgramData/61/1.txt,120168
380,ProgramData/61/1439.txt,120278
381,ProgramData/61/813.txt,136607
382,ProgramData/61/53.txt,121263
383,ProgramData/61/740.txt,137647
384,ProgramData/61/542.txt,121496
385,ProgramData/61/224.txt,136302
386,ProgramData/61/218.txt,120278
387,ProgramData/61/581.txt,120278
388,ProgramData/61/525.txt,120278
389,ProgramData/61/519.txt,120223
390,ProgramData/61/1099.txt,120278
391,ProgramData/61/1270.txt,136662
392,ProgramData/61/727.txt,120223
393,ProgramData/61/1310.txt,120168
394,ProgramData/61/1338.txt,120223
395,ProgramData/61/874.txt,120278
396,ProgramData/61/860.txt,120223
397,ProgramData/61/121.txt,120278
398,ProgramData/61/1106.txt,132494
399,ProgramData/61/492.txt,136552
400,ProgramData/61/451.txt,136662
401,ProgramData/61/450.txt,137206
402,ProgramData/61/493.txt,121208
403,ProgramData/61/21.txt,121318
404,ProgramData/61/1339.txt,121263
405,ProgramData/61/1265.txt,116871
406,ProgramData/61/242.txt,137647
407,ProgramData/61/281.txt,120278
408,ProgramData/61/1065.txt,136662
409,ProgramData/61/283.txt,136607
410,ProgramData/61/1501.txt,120278
411,ProgramData/61/917.txt,136607
412,ProgramData/61/730.txt,120168
413,ProgramData/61/724.txt,120278
414,ProgramData/61/693.txt,120278
415,ProgramData/61/1461.txt,136607
416,ProgramData/61/863.txt,120278
417,ProgramData/61/644.txt,120223
418,ProgramData/61/888.txt,120278
419,ProgramData/61/678.txt,120278
420,ProgramData/61/485.txt,136552
421,ProgramData/61/1111.txt,120278
422,ProgramData/61/1139.txt,120168
423,ProgramData/61/452.txt,136607
424,ProgramData/61/335.txt,120158
425,ProgramData/61/453.txt,120278
426,ProgramData/61/321.txt,136662
427,ProgramData/61/1138.txt,120223
428,ProgramData/61/484.txt,136607
429,ProgramData/61/889.txt,120278
430,ProgramData/61/137.txt,120278
431,ProgramData/61/645.txt,120223
432,ProgramData/61/876.txt,120223
433,ProgramData/61/1448.txt,136662
434,ProgramData/61/1299.txt,136552
435,ProgramData/61/1528.txt,120223
436,ProgramData/61/241.txt,136607
437,ProgramData/61/527.txt,120278
438,ProgramData/61/282.txt,120168
439,ProgramData/61/1064.txt,136607
440,ProgramData/61/1074.txt,120278
441,ProgramData/61/279.txt,120278
442,ProgramData/61/251.txt,132384
443,ProgramData/61/1504.txt,136662
444,ProgramData/61/709.txt,120223
445,ProgramData/61/1289.txt,121263
446,ProgramData/61/721.txt,116871
447,ProgramData/61/26.txt,120335
448,ProgramData/61/872.txt,120278
449,ProgramData/61/1302.txt,136662
450,ProgramData/61/899.txt,120278
451,ProgramData/61/133.txt,120223
452,ProgramData/61/1114.txt,136662
453,ProgramData/61/1100.txt,136607
454,ProgramData/61/325.txt,136552
455,ProgramData/61/318.txt,136662
456,ProgramData/61/481.txt,136607
457,ProgramData/61/898.txt,120278
458,ProgramData/61/1465.txt,136607
459,ProgramData/61/1317.txt,136662
460,ProgramData/61/27.txt,120278
461,ProgramData/61/708.txt,120223
462,ProgramData/61/1511.txt,120168
463,ProgramData/61/1539.txt,132494
464,ProgramData/61/244.txt,120223
465,ProgramData/61/1075.txt,120158
466,ProgramData/61/293.txt,120223
467,ProgramData/61/285.txt,120223
468,ProgramData/61/1063.txt,136662
469,ProgramData/61/508.txt,136662
470,ProgramData/61/520.txt,116110
471,ProgramData/61/911.txt,132494
472,ProgramData/61/939.txt,136662
473,ProgramData/61/722.txt,120223
474,ProgramData/61/736.txt,120223
475,ProgramData/61/31.txt,120223
476,ProgramData/61/1473.txt,120278
477,ProgramData/61/19.txt,136607
478,ProgramData/61/859.txt,132384
479,ProgramData/61/1498.txt,136552
480,ProgramData/61/118.txt,136607
481,ProgramData/61/656.txt,136552
482,ProgramData/61/124.txt,120223
483,ProgramData/61/454.txt,136552
484,ProgramData/61/441.txt,120223
485,ProgramData/61/455.txt,136607
486,ProgramData/61/482.txt,136662
487,ProgramData/61/119.txt,120895
488,ProgramData/61/858.txt,121096
489,ProgramData/61/18.txt,120278
490,ProgramData/61/1314.txt,120278
491,ProgramData/61/870.txt,136662
492,ProgramData/61/30.txt,136552
493,ProgramData/61/737.txt,120278
494,ProgramData/61/938.txt,136552
495,ProgramData/61/910.txt,116055
496,ProgramData/61/1248.txt,120223
497,ProgramData/61/253.txt,136552
498,ProgramData/61/247.txt,136607
499,ProgramData/61/1076.txt,132439
500,ProgramData/95/1053.txt,116055
501,ProgramData/95/289.txt,120223
502,ProgramData/95/262.txt,120223
503,ProgramData/95/1084.txt,136607
504,ProgramData/95/538.txt,136607
505,ProgramData/95/1537.txt,120278
506,ProgramData/95/921.txt,136487
507,ProgramData/95/1279.txt,120223
508,ProgramData/95/1331.txt,120278
509,ProgramData/95/1457.txt,136902
510,ProgramData/95/1319.txt,120278
511,ProgramData/95/1480.txt,120168
512,ProgramData/95/114.txt,136607
513,ProgramData/95/666.txt,120278
514,ProgramData/95/1494.txt,136662
515,ProgramData/95/1127.txt,136607
516,ProgramData/95/1133.txt,136607
517,ProgramData/95/470.txt,116000
518,ProgramData/95/115.txt,120223
519,ProgramData/95/1481.txt,120223
520,ProgramData/95/673.txt,120223
521,ProgramData/95/14.txt,120278
522,ProgramData/95/1330.txt,116000
523,ProgramData/95/1456.txt,136662
524,ProgramData/95/868.txt,120223
525,ProgramData/95/1287.txt,136607
526,ProgramData/95/713.txt,120223
527,ProgramData/95/1278.txt,120223
528,ProgramData/95/908.txt,133310
529,ProgramData/95/1522.txt,120559
530,ProgramData/95/288.txt,136662
531,ProgramData/95/1052.txt,136662
532,ProgramData/95/1087.txt,136552
533,ProgramData/95/261.txt,116110
534,ProgramData/95/1093.txt,120168
535,ProgramData/95/1252.txt,120278
536,ProgramData/95/1534.txt,120168
537,ProgramData/95/739.txt,120278
538,ProgramData/95/1332.txt,132439
539,ProgramData/95/1326.txt,120168
540,ProgramData/95/1468.txt,136552
541,ProgramData/95/856.txt,120168
542,ProgramData/95/665.txt,120223
543,ProgramData/95/671.txt,120223
544,ProgramData/95/881.txt,116055
545,ProgramData/95/895.txt,120278
546,ProgramData/95/1118.txt,136552
547,ProgramData/95/467.txt,136432
548,ProgramData/95/301.txt,120278
549,ProgramData/95/315.txt,120278
550,ProgramData/95/329.txt,120278
551,ProgramData/95/328.txt,120278
552,ProgramData/95/466.txt,120223
553,ProgramData/95/1125.txt,136607
554,ProgramData/95/1131.txt,136607
555,ProgramData/95/894.txt,136662
556,ProgramData/95/1482.txt,136662
557,ProgramData/95/17.txt,120223
558,ProgramData/95/843.txt,136607
559,ProgramData/95/1290.txt,120223
560,ProgramData/95/1284.txt,120223
561,ProgramData/95/937.txt,136607
562,ProgramData/95/1535.txt,120168
563,ProgramData/95/1521.txt,136552
564,ProgramData/95/274.txt,120278
565,ProgramData/95/1069.txt,136607
566,ProgramData/95/270.txt,116110
567,ProgramData/95/1082.txt,120223
568,ProgramData/95/933.txt,136552
569,ProgramData/95/1519.txt,116055
570,ProgramData/95/1257.txt,121199
571,ProgramData/95/714.txt,120278
572,ProgramData/95/1280.txt,136662
573,ProgramData/95/853.txt,136902
574,ProgramData/95/1451.txt,120278
575,ProgramData/95/884.txt,120223
576,ProgramData/95/890.txt,120278
577,ProgramData/95/660.txt,120278
578,ProgramData/95/1486.txt,116055
579,ProgramData/95/112.txt,136607
580,ProgramData/95/1109.txt,120278
581,ProgramData/95/1135.txt,120278
582,ProgramData/95/304.txt,120168
583,ProgramData/95/310.txt,120278
584,ProgramData/95/477.txt,120223
585,ProgramData/95/311.txt,120223
586,ProgramData/95/463.txt,120223
587,ProgramData/95/1134.txt,120223
588,ProgramData/95/1108.txt,116110
589,ProgramData/95/661.txt,120278
590,ProgramData/95/1322.txt,120278
591,ProgramData/95/1450.txt,120278
592,ProgramData/95/1478.txt,132494
593,ProgramData/95/1281.txt,120278
594,ProgramData/95/1530.txt,136662
595,ProgramData/95/1256.txt,116055
596,ProgramData/95/1083.txt,136662
597,ProgramData/95/259.txt,136662
598,ProgramData/95/1054.txt,120278
599,ProgramData/95/1040.txt,120223
600,ProgramData/95/1042.txt,120278
601,ProgramData/95/267.txt,120168
602,ProgramData/95/501.txt,120223
603,ProgramData/95/1095.txt,120223
604,ProgramData/95/1081.txt,120278
605,ProgramData/95/1268.txt,136552
606,ProgramData/95/918.txt,120223
607,ProgramData/95/1240.txt,136607
608,ProgramData/95/1297.txt,120223
609,ProgramData/95/703.txt,136607
610,ProgramData/95/1308.txt,120223
611,ProgramData/95/1320.txt,120223
612,ProgramData/95/1446.txt,119422
613,ProgramData/95/1491.txt,120278
614,ProgramData/95/663.txt,120278
615,ProgramData/95/449.txt,120278
616,ProgramData/95/475.txt,116110
617,ProgramData/95/461.txt,120223
618,ProgramData/95/104.txt,120278
619,ProgramData/95/892.txt,120278
620,ProgramData/95/1447.txt,136607
621,ProgramData/95/845.txt,136607
622,ProgramData/95/1309.txt,136552
623,ProgramData/95/11.txt,120223
624,ProgramData/95/1527.txt,120278
625,ProgramData/95/1241.txt,120223
626,ProgramData/95/919.txt,120223
627,ProgramData/95/1533.txt,120223
628,ProgramData/95/931.txt,136552
629,ProgramData/95/1269.txt,116110
630,ProgramData/95/925.txt,136487
631,ProgramData/95/1080.txt,136662
632,ProgramData/95/266.txt,120278
633,ProgramData/95/1094.txt,120168
634,ProgramData/95/1030.txt,116110
635,ProgramData/95/201.txt,136607
636,ProgramData/95/215.txt,120566
637,ProgramData/95/1232.txt,136607
638,ProgramData/95/1540.txt,116055
639,ProgramData/95/765.txt,120223
640,ProgramData/95/995.txt,120278
641,ProgramData/95/76.txt,120278
642,ProgramData/95/836.txt,136607
643,ProgramData/95/1408.txt,120223
644,ProgramData/95/89.txt,120223
645,ProgramData/95/177.txt,136607
646,ProgramData/95/1391.txt,136607
647,ProgramData/95/1144.txt,136607
648,ProgramData/95/375.txt,120223
649,ProgramData/95/413.txt,120168
650,ProgramData/95/406.txt,136662
651,ProgramData/95/412.txt,120168
652,ProgramData/95/88.txt,120223
653,ProgramData/95/1409.txt,136607
654,ProgramData/95/823.txt,119367
655,ProgramData/95/189.txt,136662
656,ProgramData/95/1435.txt,136607
657,ProgramData/95/1353.txt,120278
658,ProgramData/95/1421.txt,120278
659,ProgramData/95/994.txt,120223
660,ProgramData/95/770.txt,136662
661,ProgramData/95/957.txt,120168
662,ProgramData/95/1541.txt,120278
663,ProgramData/95/214.txt,120223
664,ProgramData/95/1027.txt,136607
665,ProgramData/95/1543.txt,120168
666,ProgramData/95/1231.txt,120223
667,ProgramData/95/766.txt,120168
668,ProgramData/95/982.txt,120168
669,ProgramData/95/1437.txt,120223
670,ProgramData/95/1423.txt,136552
671,ProgramData/95/821.txt,120168
672,ProgramData/95/1379.txt,136542
673,ProgramData/95/835.txt,136607
674,ProgramData/95/174.txt,120278
675,ProgramData/95/1153.txt,120223
676,ProgramData/95/1147.txt,120278
677,ProgramData/95/362.txt,120278
678,ProgramData/95/1190.txt,136662
679,ProgramData/95/1184.txt,120223
680,ProgramData/95/376.txt,120223
681,ProgramData/95/377.txt,136662
682,ProgramData/95/405.txt,120168
683,ProgramData/95/1191.txt,136607
684,ProgramData/95/149.txt,132439
685,ProgramData/95/607.txt,136607
686,ProgramData/95/834.txt,136662
687,ProgramData/95/1378.txt,136607
688,ProgramData/95/820.txt,120168
689,ProgramData/95/60.txt,136552
690,ProgramData/95/1344.txt,136552
691,ProgramData/95/48.txt,120223
692,ProgramData/95/1350.txt,120223
693,ProgramData/95/767.txt,120223
694,ProgramData/95/773.txt,120223
695,ProgramData/95/798.txt,120223
696,ProgramData/95/954.txt,119422
697,ProgramData/95/1230.txt,116110
698,ProgramData/95/1542.txt,120278
699,ProgramData/95/217.txt,136607
700,ProgramData/95/1022.txt,120518
701,ProgramData/95/1036.txt,136662
702,ProgramData/95/207.txt,120278
703,ProgramData/95/950.txt,116055
704,ProgramData/95/788.txt,120223
705,ProgramData/95/944.txt,120278
706,ProgramData/95/1220.txt,136662
707,ProgramData/95/1234.txt,120278
708,ProgramData/95/1552.txt,120223
709,ProgramData/95/824.txt,136607
710,ProgramData/95/70.txt,136662
711,ProgramData/95/830.txt,120278
712,ProgramData/95/1340.txt,120223
713,ProgramData/95/1397.txt,136607
714,ProgramData/95/429.txt,120103
715,ProgramData/95/170.txt,120278
716,ProgramData/95/1396.txt,120223
717,ProgramData/95/1433.txt,136662
718,ProgramData/95/59.txt,136552
719,ProgramData/95/71.txt,136607
720,ProgramData/95/825.txt,120223
721,ProgramData/95/776.txt,120278
722,ProgramData/95/992.txt,136662
723,ProgramData/95/1221.txt,120168
724,ProgramData/95/951.txt,136607
725,ProgramData/95/1037.txt,120278
726,ProgramData/95/562.txt,136662
727,ProgramData/95/576.txt,120278
728,ProgramData/95/1551.txt,120223
729,ProgramData/95/1419.txt,136607
730,ProgramData/95/73.txt,120168
731,ProgramData/95/827.txt,136607
732,ProgramData/95/199.txt,120223
733,ProgramData/95/1431.txt,120223
734,ProgramData/95/172.txt,120223
735,ProgramData/95/1380.txt,120168
736,ProgramData/95/614.txt,136607
737,ProgramData/95/1394.txt,120168
738,ProgramData/95/98.txt,119367
739,ProgramData/95/365.txt,120278
740,ProgramData/95/1197.txt,132494
741,ProgramData/95/417.txt,120278
742,ProgramData/95/629.txt,120278
743,ProgramData/95/1342.txt,136607
744,ProgramData/95/198.txt,120278
745,ProgramData/95/72.txt,120278
746,ProgramData/95/775.txt,120223
747,ProgramData/95/1550.txt,116055
748,ProgramData/95/946.txt,120223
749,ProgramData/95/577.txt,120278
750,ProgramData/95/205.txt,120223
751,ProgramData/95/1020.txt,136607
752,ProgramData/95/1034.txt,116055
753,ProgramData/95/1008.txt,120223
754,ProgramData/95/585.txt,120223
755,ProgramData/95/1039.txt,120223
756,ProgramData/95/787.txt,120048
757,ProgramData/95/988.txt,132494
758,ProgramData/95/778.txt,120278
